keyword,cluster,volume,kd,cpc,intent,paa,aio,fs,sessoes,score,variante_de,norm
camiseta uv gola alta,"Lycra, camiseta UV e rash",40.0,0.0,0.09,,False,False,False,2.0,0.8,,camiseta uv gola alta
camisa de borracha surf,"Lycra, camiseta UV e rash",40.0,0.0,0.07,,False,False,False,2.0,0.8,,camisa de borracha surf
camiseta lycra masculina,"Lycra, camiseta UV e rash",30.0,0.0,0.09,,False,False,False,1.5,0.6,,camiseta lycra masculina
camiseta manga longa praia,"Lycra, camiseta UV e rash",30.0,0.0,0.09,,False,False,False,1.5,0.6,,camiseta manga longa praia
camiseta para surf,"Lycra, camiseta UV e rash",30.0,0.0,0.12,,False,False,False,1.5,0.6,,camiseta para surf
lycra manga longa surf,"Lycra, camiseta UV e rash",30.0,0.0,0.13,,False,False,False,1.5,0.6,,lycra manga longa surf
camiseta surfwear,"Lycra, camiseta UV e rash",20.0,0.0,0.18,,False,False,False,1.0,0.4,,camiseta surfwear
lycra de praia,"Lycra, camiseta UV e rash",20.0,0.0,0.0,,False,False,False,1.0,0.4,,lycra de praia
lycra surf infantil,"Lycra, camiseta UV e rash",20.0,0.0,0.11,,False,False,False,1.0,0.4,,lycra surf infantil
saída de praia com proteção uv,"Lycra, camiseta UV e rash",20.0,0.0,0.09,,False,False,False,1.0,0.4,,saida de praia com protecao uv
camisa borracha surf,"Lycra, camiseta UV e rash",20.0,0.0,0.08,,False,False,False,1.0,0.4,,camisa borracha surf
camisa neolycra,"Lycra, camiseta UV e rash",20.0,0.0,0.06,,False,False,False,1.0,0.4,,camisa neolycra
camisa termica para agua,"Lycra, camiseta UV e rash",20.0,0.0,0.04,,False,False,False,1.0,0.4,,camisa termica para agua
camisa termica para surf,"Lycra, camiseta UV e rash",20.0,0.0,0.0,,False,False,False,1.0,0.4,,camisa termica para surf
camiseta uv surf,"Lycra, camiseta UV e rash",10.0,0.0,0.16,,False,False,False,0.5,0.2,,camiseta uv surf
camiseta termica surf,"Lycra, camiseta UV e rash",10.0,0.0,0.07,,False,False,False,0.5,0.2,,camiseta termica surf
camiseta de surf colorida,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta de surf colorida
camiseta de surf estampada,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta de surf estampada
camiseta lycra surf proteção solar,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta lycra surf protecao solar
camiseta para kitesurf,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta para kitesurf
camiseta para stand up paddle,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta para stand up paddle
camiseta segunda pele surf,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta segunda pele surf
camiseta surf com capuz,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta surf com capuz
camiseta térmica surf,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,camiseta termica surf,camiseta termica surf
camiseta uv folgada,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta uv folgada
camiseta uv para criança,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,,camiseta uv para crianca
camiseta uv slim,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta uv slim
comprar lycra de surf,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,,comprar lycra de surf
lycra de surf pode usar na piscina,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,lycra de surf pode usar na piscina
lycra de surf preço,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,lycra de surf preco
lycra infantil praia,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,lycra infantil praia
lycra manga curta surf,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,,lycra manga curta surf
lycra manga longa infantil,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,lycra manga longa infantil
lycra surf tamanho,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,lycra surf tamanho
lycra uv infantil,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,,lycra uv infantil
melhor lycra para surf,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,melhor lycra para surf
proteção uv roupa surf,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,protecao uv roupa surf
roupa anti uv praia,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,roupa anti uv praia
roupa uv50,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,roupa uv50
blusa para agua fria,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,blusa para agua fria
camisa de borracha para surf,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camisa de borracha para surf
camiseta para agua fria,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta para agua fria
camiseta termica para agua fria,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,camiseta termica para agua fria
camiseta termica para surf,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,,camiseta termica para surf
segunda pele para agua,"Lycra, camiseta UV e rash",,,,,False,False,False,,,,segunda pele para agua
segunda pele para surf,"Lycra, camiseta UV e rash",0.0,0.0,0.0,,False,False,False,0.0,0.0,,segunda pele para surf
maio de praia,Maio,18100.0,27.0,0.15,Commercial,False,False,False,524.9,419.9,,maio de praia
maio feminino,Maio,12100.0,25.0,0.12,Commercial,False,False,False,350.9,280.7,,maio feminino
maio manga longa,Maio,1900.0,12.0,0.16,Commercial,False,False,False,93.1,74.5,,maio manga longa
maio cavado,Maio,2900.0,27.0,0.14,Commercial,True,False,False,84.1,67.3,,maio cavado
maiô manga longa,Maio,1300.0,11.0,0.18,"Informational, Commercial",False,False,False,63.7,31.9,maio manga longa,maio manga longa
maio com bojo,Maio,2400.0,21.0,0.13,Informational,False,False,False,69.6,17.4,,maio com bojo
maio de surf,Maio,390.0,10.0,0.14,Commercial,False,False,False,19.1,15.3,,maio de surf
maio surf feminino,Maio,590.0,21.0,0.13,Commercial,False,False,False,17.1,13.7,,maio surf feminino
maio para surf,Maio,590.0,22.0,0.14,"Informational, Commercial",False,False,False,17.1,8.6,,maio para surf
maio surfista feminino,Maio,320.0,20.0,0.13,Commercial,False,False,False,9.3,7.4,,maio surfista feminino
maiô de surf,Maio,260.0,21.0,0.13,Commercial,False,False,False,7.5,6.0,maio de surf,maio de surf
maiô surf,Maio,390.0,20.0,0.14,"Informational, Commercial",False,False,False,11.3,5.7,maio surf,maio surf
maio de surf feminino,Maio,140.0,13.0,0.1,Commercial,False,False,False,6.9,5.5,maiô de surf feminino,maio de surf feminino
maio surf,Maio,720.0,15.0,0.15,Informational,False,False,False,20.9,5.2,,maio surf
maio para surfar,Maio,210.0,24.0,0.15,Commercial,True,False,False,6.1,4.9,,maio para surfar
maio surfista,Maio,110.0,13.0,0.15,Commercial,False,False,False,5.4,4.3,,maio surfista
maiô gola alta,Maio,170.0,14.0,0.2,"Informational, Commercial",True,False,False,8.3,4.2,,maio gola alta
maio de banho feminino,Maio,170.0,24.0,0.14,Commercial,True,False,False,4.9,3.9,,maio de banho feminino
maio esportivo,Maio,170.0,18.0,0.1,Commercial,False,False,False,4.9,3.9,,maio esportivo
maiô de surf feminino,Maio,170.0,19.0,0.1,Commercial,False,False,False,4.9,3.9,,maio de surf feminino
maiô de surfista feminino,Maio,170.0,21.0,0.12,Commercial,False,False,False,4.9,3.9,,maio de surfista feminino
maio manga longa proteção uv,Maio,140.0,21.0,0.11,Commercial,True,False,False,4.1,3.3,,maio manga longa protecao uv
maios esportivos,Maio,140.0,22.0,0.15,Commercial,False,False,False,4.1,3.3,,maios esportivos
maio com proteção uv,Maio,260.0,10.0,0.13,Informational,False,False,False,12.7,3.2,,maio com protecao uv
maiô surf feminino,Maio,140.0,0.0,0.13,,False,False,False,6.9,2.8,maio surf feminino,maio surf feminino
maio gola alta,Maio,110.0,2.0,0.2,"Informational, Commercial",False,False,False,5.4,2.7,maiô gola alta,maio gola alta
maio com ziper,Maio,170.0,10.0,0.15,Informational,False,False,False,8.3,2.1,,maio com ziper
maio esportivo feminino,Maio,110.0,18.0,0.1,"Informational, Commercial",False,False,False,3.2,1.6,,maio esportivo feminino
maio manga longa surf,Maio,110.0,17.0,0.13,"Informational, Commercial",False,False,False,3.2,1.6,,maio manga longa surf
body surf feminino,Maio,110.0,7.0,0.32,Informational,False,False,False,5.4,1.4,,body surf feminino
maiô para surf,Maio,70.0,0.0,0.14,,False,False,False,3.4,1.4,maio para surf,maio para surf
maiô surfista,Maio,50.0,0.0,0.14,,False,False,False,2.5,1.0,maio surfista,maio surfista
maio com proteção solar,Maio,30.0,0.0,0.2,,False,False,False,1.5,0.6,,maio com protecao solar
maio com ziper frontal,Maio,30.0,0.0,0.12,,False,False,False,1.5,0.6,,maio com ziper frontal
maio de surf infantil,Maio,20.0,0.0,0.0,,False,False,False,1.0,0.4,,maio de surf infantil
maio de surfe,Maio,20.0,0.0,0.11,,False,False,False,1.0,0.4,,maio de surfe
maio fitness,Maio,20.0,0.0,0.22,,False,False,False,1.0,0.4,,maio fitness
maio frente única,Maio,20.0,0.0,0.15,,False,False,False,1.0,0.4,,maio frente unica
maio para academia,Maio,20.0,0.0,0.1,,False,False,False,1.0,0.4,,maio para academia
maio para kitesurf,Maio,20.0,0.0,0.2,,False,False,False,1.0,0.4,,maio para kitesurf
maio surf manga curta,Maio,20.0,0.0,0.11,,False,False,False,1.0,0.4,,maio surf manga curta
body de surf feminino,Maio,0.0,0.0,0.0,,False,False,False,0.0,0.0,,body de surf feminino
comprar maio de surf,Maio,0.0,0.0,0.0,,False,False,False,0.0,0.0,,comprar maio de surf
maio com bojo removível,Maio,0.0,0.0,0.0,,False,False,False,0.0,0.0,,maio com bojo removivel
maio de competição surf,Maio,,,,,False,False,False,,,,maio de competicao surf
maio de surf barato,Maio,,,,,False,False,False,,,,maio de surf barato
maio de surf com forro,Maio,,,,,False,False,False,,,,maio de surf com forro
maio de surf nacional,Maio,,,,,False,False,False,,,,maio de surf nacional
maio de surf preço,Maio,,,,,False,False,False,,,,maio de surf preco
maio de surf tamanho grande,Maio,,,,,False,False,False,,,,maio de surf tamanho grande
maio feminino esportivo,Maio,,,,,False,False,False,,,,maio feminino esportivo
maio infantil surf,Maio,,,,,False,False,False,,,,maio infantil surf
maio ou biquini para surfar,Maio,,,,,False,False,False,,,,maio ou biquini para surfar
maio para praia esportivo,Maio,,,,,False,False,False,,,,maio para praia esportivo
maio para stand up paddle,Maio,,,,,False,False,False,,,,maio para stand up paddle
maio para sup,Maio,,,,,False,False,False,,,,maio para sup
maio preto surf,Maio,0.0,0.0,0.0,,False,False,False,0.0,0.0,,maio preto surf
maio proteção uv50,Maio,,,,,False,False,False,,,,maio protecao uv50
maio que não marca,Maio,,,,,False,False,False,,,,maio que nao marca
maio que não sai no surf,Maio,,,,,False,False,False,,,,maio que nao sai no surf
maio surf alta compressão,Maio,,,,,False,False,False,,,,maio surf alta compressao
maio surf colorido,Maio,,,,,False,False,False,,,,maio surf colorido
maio surf com manga,Maio,,,,,False,False,False,,,,maio surf com manga
maio surf estampado,Maio,,,,,False,False,False,,,,maio surf estampado
maio surf preto,Maio,,,,,False,False,False,,,,maio surf preto
maio uv50,Maio,0.0,0.0,0.0,,False,False,False,0.0,0.0,,maio uv50
maio ziper frontal surf,Maio,,,,,False,False,False,,,,maio ziper frontal surf
maiô para surfar,Maio,0.0,0.0,0.0,,False,False,False,0.0,0.0,maio para surfar,maio para surfar
melhor maio para surfar,Maio,,,,,False,False,False,,,,melhor maio para surfar
roupa de surf feminina maio,Maio,,,,,False,False,False,,,,roupa de surf feminina maio
use zero hora,Marca Use Zero Hora,50.0,0.0,0.0,,False,False,False,2.5,1.0,,use zero hora
zero hora surf,Marca Use Zero Hora,20.0,0.0,0.0,,False,False,False,1.0,0.4,,zero hora surf
comprar use zero hora,Marca Use Zero Hora,,,,,False,False,False,,,,comprar use zero hora
loja use zero hora,Marca Use Zero Hora,,,,,False,False,False,,,,loja use zero hora
marca use zero hora,Marca Use Zero Hora,,,,,False,False,False,,,,marca use zero hora
surf zero hora,Marca Use Zero Hora,0.0,0.0,0.0,,False,False,False,0.0,0.0,,surf zero hora
use zero hora avaliações,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora avaliacoes
use zero hora biquini,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora biquini
use zero hora cupom,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora cupom
use zero hora frete,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora frete
use zero hora instagram,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora instagram
use zero hora loja,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora loja
use zero hora lycra,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora lycra
use zero hora maio,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora maio
use zero hora poncho,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora poncho
use zero hora surf,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora surf
use zero hora tamanhos,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora tamanhos
use zero hora troca,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora troca
use zero hora é confiável,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora e confiavel
usezerohora,Marca Use Zero Hora,0.0,0.0,0.0,,False,False,False,0.0,0.0,,usezerohora
usezerohora.com.br,Marca Use Zero Hora,,,,,False,False,False,,,,usezerohora.com.br
zero hora beachwear,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora beachwear
zero hora lycra surf,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora lycra surf
zero hora maio de surf,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora maio de surf
zero hora moda praia,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora moda praia
zero hora neoprene,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora neoprene
zero hora poncho surf,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora poncho surf
zero hora roupa de praia,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora roupa de praia
zero hora sunkini,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora sunkini
zero hora surfwear,Marca Use Zero Hora,,,,,False,False,False,,,,zero hora surfwear
bermuda use zero hora,Marca Use Zero Hora,,,,,False,False,False,,,,bermuda use zero hora
camiseta neoprene use zero hora,Marca Use Zero Hora,,,,,False,False,False,,,,camiseta neoprene use zero hora
sapatilha use zero hora,Marca Use Zero Hora,,,,,False,False,False,,,,sapatilha use zero hora
use zero hora neoprene,Marca Use Zero Hora,,,,,False,False,False,,,,use zero hora neoprene
roupa de praia masculina,Moda praia e surfwear,2400.0,21.0,0.16,Commercial,True,False,False,69.6,55.7,,roupa de praia masculina
moda praia masculina,Moda praia e surfwear,1900.0,29.0,0.17,Commercial,False,False,False,55.1,44.1,,moda praia masculina
roupa de surf,Moda praia e surfwear,1600.0,21.0,0.12,Commercial,True,False,False,46.4,37.1,,roupa de surf
roupa de praia feminina,Moda praia e surfwear,2900.0,36.0,0.13,Commercial,True,True,False,29.0,23.2,,roupa de praia feminina
roupa de surf masculina,Moda praia e surfwear,590.0,11.0,0.11,Commercial,True,False,False,28.9,23.1,,roupa de surf masculina
roupa de surfista,Moda praia e surfwear,590.0,11.0,0.12,Commercial,True,False,False,28.9,23.1,,roupa de surfista
moda praia feminina,Moda praia e surfwear,2400.0,49.0,0.18,Commercial,True,False,False,24.0,19.2,,moda praia feminina
roupas para surfar,Moda praia e surfwear,590.0,16.0,0.1,Commercial,True,True,False,17.1,13.7,,roupas para surfar
roupa de surfista masculina,Moda praia e surfwear,320.0,12.0,0.13,Commercial,True,False,False,15.7,12.6,,roupa de surfista masculina
john surf,Moda praia e surfwear,260.0,13.0,0.16,Commercial,True,False,False,12.7,10.2,,john surf
roupas de surf masculina,Moda praia e surfwear,320.0,17.0,0.13,Commercial,False,False,False,9.3,7.4,,roupas de surf masculina
surf shop,Moda praia e surfwear,880.0,33.0,0.19,Commercial,False,False,False,8.8,7.0,,surf shop
moda praia 2026,Moda praia e surfwear,880.0,18.0,0.14,Informational,True,False,False,25.5,6.4,,moda praia 2026
surf feminino,Moda praia e surfwear,260.0,19.0,0.21,Commercial,True,True,False,7.5,6.0,,surf feminino
loja de surf,Moda praia e surfwear,2400.0,50.0,0.11,Commercial,False,False,False,7.2,5.8,,loja de surf
marcas de surfista,Moda praia e surfwear,140.0,8.0,0.13,Commercial,True,True,False,6.9,5.5,,marcas de surfista
roupa de surfista feminina,Moda praia e surfwear,140.0,11.0,0.11,Commercial,True,False,False,6.9,5.5,,roupa de surfista feminina
roupa para praia,Moda praia e surfwear,590.0,22.0,0.13,Informational,True,False,False,17.1,4.3,,roupa para praia
roupa para surfar,Moda praia e surfwear,110.0,11.0,0.1,Commercial,True,True,False,5.4,4.3,,roupa para surfar
roupas de surf feminina,Moda praia e surfwear,110.0,8.0,0.11,Commercial,False,False,False,5.4,4.3,,roupas de surf feminina
surfwear,Moda praia e surfwear,590.0,26.0,0.18,Informational,True,True,False,17.1,4.3,,surfwear
long surf,Moda praia e surfwear,140.0,7.0,0.08,"Informational, Commercial",True,False,False,6.9,3.5,,long surf
surf suit,Moda praia e surfwear,90.0,14.0,0.94,Commercial,True,False,False,4.4,3.5,,surf suit
marcas de roupa de surf,Moda praia e surfwear,140.0,17.0,0.12,Commercial,True,True,False,4.1,3.3,,marcas de roupa de surf
loja de surfwear,Moda praia e surfwear,140.0,0.0,0.14,,False,False,False,6.9,2.8,,loja de surfwear
loja roupa de surf,Moda praia e surfwear,110.0,27.0,0.15,Commercial,False,False,False,3.2,2.6,,loja roupa de surf
moda surf masculina,Moda praia e surfwear,110.0,21.0,0.15,Commercial,False,False,False,3.2,2.6,,moda surf masculina
roupa para piscina masculino,Moda praia e surfwear,140.0,23.0,0.08,"Informational, Commercial",True,True,False,4.1,2.0,,roupa para piscina masculino
marcas de surfwear,Moda praia e surfwear,140.0,10.0,0.13,Informational,True,True,False,6.9,1.7,,marcas de surfwear
roupas de piscina masculino,Moda praia e surfwear,110.0,21.0,0.09,"Informational, Commercial",True,False,False,3.2,1.6,,roupas de piscina masculino
loja de surf online,Moda praia e surfwear,70.0,0.0,0.21,,False,False,False,3.4,1.4,,loja de surf online
protetor solar para surf,Moda praia e surfwear,70.0,0.0,0.21,,False,False,False,3.4,1.4,,protetor solar para surf
surfwear masculino,Moda praia e surfwear,70.0,0.0,0.2,,False,False,False,3.4,1.4,,surfwear masculino
roupa de surf john,Moda praia e surfwear,70.0,0.0,0.16,,False,False,False,3.4,1.4,,roupa de surf john
look de praia feminino,Moda praia e surfwear,390.0,30.0,0.13,Informational,True,False,False,3.9,1.0,,look de praia feminino
marca de surf brasileira,Moda praia e surfwear,30.0,0.0,0.18,,False,False,False,1.5,0.6,,marca de surf brasileira
bota de surf,Moda praia e surfwear,30.0,0.0,0.08,,False,False,False,1.5,0.6,,bota de surf
moda praia brasileira,Moda praia e surfwear,20.0,0.0,0.24,,False,False,False,1.0,0.4,,moda praia brasileira
moda praia surf,Moda praia e surfwear,20.0,0.0,0.0,,False,False,False,1.0,0.4,,moda praia surf
bota para surf,Moda praia e surfwear,20.0,0.0,0.03,,False,False,False,1.0,0.4,,bota para surf
calcado para praia,Moda praia e surfwear,20.0,0.0,0.07,,False,False,False,1.0,0.4,,calcado para praia
marcas brasileiras de moda praia,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,marcas brasileiras de moda praia
melhor tecido para roupa de praia,Moda praia e surfwear,,,,,False,False,False,,,,melhor tecido para roupa de praia
moda praia esportiva,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,moda praia esportiva
roupa de praia que não desbota,Moda praia e surfwear,,,,,False,False,False,,,,roupa de praia que nao desbota
roupa de praia que não marca,Moda praia e surfwear,,,,,False,False,False,,,,roupa de praia que nao marca
roupa de praia sustentável,Moda praia e surfwear,,,,,False,False,False,,,,roupa de praia sustentavel
roupa para surfar iniciante,Moda praia e surfwear,,,,,False,False,False,,,,roupa para surfar iniciante
sessão de surf de manhã,Moda praia e surfwear,,,,,False,False,False,,,,sessao de surf de manha
surf ao amanhecer,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,surf ao amanhecer
surf de madrugada,Moda praia e surfwear,,,,,False,False,False,,,,surf de madrugada
surf feminino iniciante,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,surf feminino iniciante
surf para iniciantes praia,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,surf para iniciantes praia
jaqueta para surf,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,jaqueta para surf
meia de surf,Moda praia e surfwear,0.0,0.0,0.14,,False,False,False,0.0,0.0,,meia de surf
meia para surf,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,meia para surf
roupa para agua fria,Moda praia e surfwear,0.0,0.0,0.0,,False,False,False,0.0,0.0,,roupa para agua fria
roupa para esportes aquaticos,Moda praia e surfwear,,,,,False,False,False,,,,roupa para esportes aquaticos
calcado aquatico,Nao classificado,70.0,0.0,0.06,,False,False,False,3.4,1.4,,calcado aquatico
calcado para agua,Nao classificado,20.0,0.0,0.04,,False,False,False,1.0,0.4,,calcado para agua
calcado para esportes aquaticos,Nao classificado,,,,,False,False,False,,,,calcado para esportes aquaticos
maio natação feminino,Natacao e mergulho (adj.),5400.0,24.0,0.08,Commercial,True,False,False,156.6,125.3,,maio natacao feminino
roupa de mergulho,Natacao e mergulho (adj.),6600.0,24.0,0.05,Informational,True,False,False,191.4,47.9,,roupa de mergulho
roupa de natação,Natacao e mergulho (adj.),1900.0,16.0,0.09,Commercial,True,False,False,55.1,44.1,,roupa de natacao
bermuda natação,Natacao e mergulho (adj.),1000.0,9.0,0.09,Commercial,True,False,False,49.0,39.2,,bermuda natacao
bermuda natação masculina,Natacao e mergulho (adj.),1000.0,9.0,0.08,Commercial,False,False,False,49.0,39.2,,bermuda natacao masculina
maio para hidroginastica,Natacao e mergulho (adj.),1600.0,24.0,0.09,Commercial,True,False,False,46.4,37.1,,maio para hidroginastica
maio para natação,Natacao e mergulho (adj.),1600.0,19.0,0.1,Commercial,True,False,False,46.4,37.1,,maio para natacao
bermuda para natação,Natacao e mergulho (adj.),880.0,13.0,0.08,Commercial,True,False,False,43.1,34.5,,bermuda para natacao
roupas para natacao,Natacao e mergulho (adj.),880.0,12.0,0.08,Commercial,True,False,False,43.1,34.5,,roupas para natacao
bermuda para natação masculina,Natacao e mergulho (adj.),720.0,11.0,0.08,Commercial,True,False,False,35.3,28.2,,bermuda para natacao masculina
roupas de natacao,Natacao e mergulho (adj.),720.0,14.0,0.09,Commercial,True,False,False,35.3,28.2,,roupas de natacao
roupas de mergulho feminina,Natacao e mergulho (adj.),1000.0,16.0,0.08,Commercial,True,False,False,29.0,23.2,,roupas de mergulho feminina
bermuda de natacao masculina,Natacao e mergulho (adj.),590.0,8.0,0.08,Commercial,False,False,False,28.9,23.1,,bermuda de natacao masculina
roupa feminina natação,Natacao e mergulho (adj.),590.0,9.0,0.08,Commercial,False,False,False,28.9,23.1,,roupa feminina natacao
bermuda natacao,Natacao e mergulho (adj.),480.0,9.0,0.09,Commercial,True,False,False,23.5,18.8,bermuda natação,bermuda natacao
short natação masculino,Natacao e mergulho (adj.),720.0,15.0,0.08,Commercial,True,False,False,20.9,16.7,,short natacao masculino
roupa neoprene natação,Natacao e mergulho (adj.),390.0,12.0,0.15,Commercial,True,False,False,19.1,15.3,,roupa neoprene natacao
roupa neoprene para natação,Natacao e mergulho (adj.),390.0,8.0,0.11,Commercial,True,False,False,19.1,15.3,,roupa neoprene para natacao
short para natação masculino,Natacao e mergulho (adj.),390.0,10.0,0.11,Commercial,True,False,False,19.1,15.3,,short para natacao masculino
roupa de natação masculina,Natacao e mergulho (adj.),590.0,9.0,0.08,"Informational, Commercial",True,False,False,28.9,14.4,,roupa de natacao masculina
short de natação,Natacao e mergulho (adj.),590.0,11.0,0.07,"Informational, Commercial",True,False,False,28.9,14.4,,short de natacao
roupa de borracha natação,Natacao e mergulho (adj.),320.0,10.0,0.16,Commercial,True,False,False,15.7,12.6,,roupa de borracha natacao
roupa de borracha para natação,Natacao e mergulho (adj.),320.0,7.0,0.12,Commercial,True,True,False,15.7,12.6,,roupa de borracha para natacao
roupa de mergulho profissional,Natacao e mergulho (adj.),320.0,7.0,0.06,Commercial,True,False,False,15.7,12.6,,roupa de mergulho profissional
roupas de mergulho masculino,Natacao e mergulho (adj.),480.0,21.0,0.05,Commercial,True,False,False,13.9,11.1,,roupas de mergulho masculino
roupa para natação,Natacao e mergulho (adj.),880.0,9.0,0.08,Informational,False,False,False,43.1,10.8,,roupa para natacao
acessorios para natação,Natacao e mergulho (adj.),260.0,11.0,0.05,Commercial,True,False,False,12.7,10.2,,acessorios para natacao
neoprene para natação,Natacao e mergulho (adj.),260.0,11.0,0.1,Commercial,True,False,False,12.7,10.2,,neoprene para natacao
traje de natação masculino,Natacao e mergulho (adj.),260.0,6.0,0.1,Commercial,True,False,False,12.7,10.2,,traje de natacao masculino
loja de natação perto de mim,Natacao e mergulho (adj.),320.0,21.0,0.09,Transactional,True,False,False,9.3,9.3,,loja de natacao perto de mim
roupa de natação infantil,Natacao e mergulho (adj.),590.0,21.0,0.06,"Informational, Commercial",True,False,False,17.1,8.6,,roupa de natacao infantil
roupa para mergulho,Natacao e mergulho (adj.),590.0,23.0,0.06,"Informational, Commercial",False,False,False,17.1,8.6,,roupa para mergulho
traje de mergulho,Natacao e mergulho (adj.),590.0,25.0,0.0,"Informational, Commercial",True,False,False,17.1,8.6,,traje de mergulho
macacão de natação feminino,Natacao e mergulho (adj.),320.0,20.0,0.06,"Informational, Transactional",True,False,False,9.3,8.4,,macacao de natacao feminino
bermuda para natacao,Natacao e mergulho (adj.),210.0,7.0,0.08,Commercial,False,True,False,10.3,8.2,bermuda para natação,bermuda para natacao
neoprene natacao,Natacao e mergulho (adj.),210.0,11.0,0.1,Commercial,True,False,False,10.3,8.2,neoprene natação,neoprene natacao
neoprene natação,Natacao e mergulho (adj.),320.0,9.0,0.1,"Informational, Commercial",True,True,False,15.7,7.8,,neoprene natacao
roupa de nadador,Natacao e mergulho (adj.),320.0,11.0,0.31,"Informational, Commercial",True,False,False,15.7,7.8,,roupa de nadador
roupa de natação masculino,Natacao e mergulho (adj.),320.0,5.0,0.08,"Informational, Commercial",False,False,False,15.7,7.8,,roupa de natacao masculino
acessorios natação,Natacao e mergulho (adj.),320.0,21.0,0.06,Commercial,True,False,False,9.3,7.4,,acessorios natacao
loja de natacao,Natacao e mergulho (adj.),320.0,28.0,0.08,Commercial,False,False,False,9.3,7.4,,loja de natacao
acessorios para natacao,Natacao e mergulho (adj.),170.0,10.0,0.06,Commercial,True,True,False,8.3,6.6,acessorios para natação,acessorios para natacao
calção de natação,Natacao e mergulho (adj.),170.0,10.0,0.06,Commercial,True,False,False,8.3,6.6,,calcao de natacao
roupa de natacao feminina,Natacao e mergulho (adj.),170.0,6.0,0.09,Commercial,False,False,False,8.3,6.6,,roupa de natacao feminina
roupa neoprene natacao,Natacao e mergulho (adj.),170.0,7.0,0.11,Commercial,False,False,False,8.3,6.6,roupa neoprene natação,roupa neoprene natacao
traje de natacao,Natacao e mergulho (adj.),170.0,9.0,0.15,Commercial,False,True,False,8.3,6.6,traje de natação,traje de natacao
traje natação feminino,Natacao e mergulho (adj.),170.0,12.0,0.18,Commercial,True,False,False,8.3,6.6,,traje natacao feminino
